id,name,country,rank,base_url,status,catalogue_url,detail
709,North Carolina State University,United States,272,http://www.ncsu.edu,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8385,University of Aberdeen,United Kingdom,262,http://www.abdn.ac.uk,ok,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/,
2328,Beijing Institute of Technology,China,259,http://www.bit.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
4371,Universitas Airlangga,Indonesia,287,http://www.unair.ac.id,unreachable,,homepage ERR:unreachable
8228,Middle East Technical University,Turkey,269,http://www.metu.edu.tr,blocked-403,,403 on /courses
10341,Vrije Universiteit Brussel (VUB),Belgium,294,,no-website,,no domain or web field in our dataset
8518,University of Surrey,United Kingdom,262,http://www.surrey.ac.uk,ok,https://www.surrey.ac.uk/study,
10342,University of Colorado Boulder,United States,299,,no-website,,no domain or web field in our dataset
10343,Université Paris Cité,France,300,,no-website,,no domain or web field in our dataset
6991,University of Warsaw,Poland,271,http://www.uw.edu.pl,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10344,Stellenbosch University,South Africa,302,,no-website,,no domain or web field in our dataset
10345,Jagiellonian University,Poland,303,,no-website,,no domain or web field in our dataset
10346,University of Southern Denmark,Denmark,303,,no-website,,no domain or web field in our dataset
19,Sun Yat-Sen University,China,276,https://sysu.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
10347,Indiana University Bloomington,United States,306,,no-website,,no domain or web field in our dataset
2138,Dalhousie University,Canada,283,http://www.dal.ca,ok,https://www.dal.ca/study/programs.html,
6352,University of Canterbury,New Zealand,261,http://www.canterbury.ac.nz,ok,https://www.canterbury.ac.nz/study,
993,University of Arizona,United States,287,http://www.arizona.edu,ok,https://www.arizona.edu/academics,
10348,"City St Georges, University of London",United Kingdom,310,,no-website,,no domain or web field in our dataset
8551,Swansea University,United Kingdom,292,https://www.swansea.ac.uk,ok,https://www.swansea.ac.uk/study/,
7671,University of Johannesburg,South Africa,308,http://www.uj.ac.za,blocked-403,,homepage refuses automated access
1102,University of Notre Dame,United States,294,http://www.nd.edu,ok,https://www.nd.edu:443/academics/programs/,
8445,Heriot-Watt University,United Kingdom,287,http://www.hw.ac.uk,ok,https://www.hw.ac.uk/study,
2190,Simon Fraser University,Canada,308,http://www.sfu.ca,ok,http://www.sfu.ca/programs,
10349,Goethe Universität Frankfurt am Main,Germany,316,,no-website,,no domain or web field in our dataset
293,Case Western Reserve University,United States,294,http://www.case.edu,ok,https://case.edu/programs/,
6511,University of Bergen,Norway,287,http://www.uib.no,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1552,University of Tasmania,Australia,314,http://www.utas.edu.au,blocked-403,,homepage refuses automated access
1542,Swinburne University of Technology,Australia,294,http://www.swin.edu.au,robots-disallowed,,robots.txt disallows every candidate path
462,Georgetown University,United States,285,http://www.georgetown.edu,ok,https://www.georgetown.edu/academics/,
2927,Aalborg University,Denmark,306,http://www.auc.dk,ok,https://www.aau.dk/,
10350,Koc University,Türkiye,323,,no-website,,no domain or web field in our dataset
6359,University of Waikato,New Zealand,281,http://www.waikato.ac.nz,ok,https://www.waikato.ac.nz/study/options/,
8208,Istanbul Technical University,Turkey,298,http://www.itu.edu.tr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4658,University of Tehran,Iran,322,http://www.ut.ac.ir,blocked-403,,homepage refuses automated access
7713,Universidad Carlos III de Madrid,Spain,301,http://www.uc3m.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7190,Bauman Moscow State Technical University,Russia,320,http://www.bmstu.ru,robots-disallowed,,robots.txt disallows every candidate path
10351,Rutgers University  New Brunswick,United States,328,,no-website,,no domain or web field in our dataset
8459,University of Leicester,United Kingdom,326,http://www.le.ac.uk,blocked-403,,homepage refuses automated access
10352,Satbayev University (previously Kazakh Technical University named after K.I. Satpaev),Kazakhstan,331,,no-website,,no domain or web field in our dataset
3725,Universität Stuttgart,Germany,310,http://www.uni-stuttgart.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5883,University of Macau,Macao,285,http://www.um.edu.mo,ok,https://www.um.edu.mo/academics/,
10354,University of Illinois Chicago (UIC),United States,334,,no-website,,no domain or web field in our dataset
3350,Université Grenoble Alpes,France,321,https://www.univ-grenoble-alpes.fr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10353,Indian Institute of Technology Guwahati (IITG),India,334,,no-website,,no domain or web field in our dataset
1003,"University of California, Irvine",United States,293,http://www.uci.edu,ok,https://uci.edu/academics/,
5439,University of Jordan,Jordan,324,http://www.ju.edu.jo,ok,https://www.ju.edu.jo/academics/programs,
1068,University of Miami,United States,314,http://welcome.miami.edu,ok,https://welcome.miami.edu/academics/,
10355,Indian Institute of Technology Roorkee (IITR),India,339,,no-website,,no domain or web field in our dataset
2666,Xi'an Jiaotong University,China,305,http://www.xjtu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8376,University of Sharjah,United Arab Emirates,328,http://www.sharjah.ac.ae,ok,https://www.sharjah.ac.ae/academics,
10356,Southern University of Science and Technology (SUSTech),China,343,,no-website,,no domain or web field in our dataset
7077,Universidade Nova de Lisboa,Portugal,327,http://www.unl.pt,ok,https://www.unl.pt/,
10358,Pontificia Universidad Católica del Perú (PUCP),Peru,345,,no-website,,no domain or web field in our dataset
10357,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,345,,no-website,,no domain or web field in our dataset
10359,University of Coimbra,Portugal,347,,no-website,,no domain or web field in our dataset
2338,Beijing Normal University,China,247,http://www.bnu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2465,Huazhong University of Science and Technology,China,319,http://www.hust.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
10361,University of Tsukuba,Japan,350,,no-website,,no domain or web field in our dataset
7859,Linköping University,Sweden,310,http://www.liu.se,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4756,Technion - Israel Institute of Technology,Israel,350,http://www.technion.ac.il,blocked-403,,homepage refuses automated access
10360,University of Münster,Germany,350,,no-website,,no domain or web field in our dataset
6525,Sultan Qaboos University,Oman,334,http://www.squ.edu.om,ok,https://www.squ.edu.om/academics/programs,
5689,Kyung Hee University,South Korea,331,http://www.khu.ac.kr,ok,http://www.khu.ac.kr/programs,
10362,Università degli Studi di Roma - Tor Vergata,Italy,355,,no-website,,no domain or web field in our dataset
6335,Tilburg University,Netherlands,347,http://www.tilburguniversity.nl,blocked-403,,homepage refuses automated access
3844,Hong Kong Baptist University,Hong Kong,244,https://www.hkbu.edu.hk,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
6624,Quaid-i-Azam University,Pakistan,354,http://www.qau.edu.pk,blocked-403,,homepage refuses automated access
7760,Universidad Politécnica de Madrid,Spain,334,http://www.upm.es,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10363,Virginia Polytechnic Institute (Virginia Tech),United States,358,,no-website,,no domain or web field in our dataset
10364,University of Chinese Academy of Sciences (UCAS),China,362,,no-website,,no domain or web field in our dataset
2522,Nankai University,China,355,http://nku.nankai.edu.cn,unreachable,,homepage ERR:unreachable
10365,University of the Philippines,Philippines,362,,no-website,,no domain or web field in our dataset
973,Tufts University,United States,334,http://www.tufts.edu,ok,https://www.tufts.edu/academics,
5456,L.N. Gumilyov Eurasian National University,Kazakhstan,317,http://www.enu.kz,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10366,RUDN University,Russia,367,,no-website,,no domain or web field in our dataset
10367,Sciences Po Paris,France,367,,no-website,,no domain or web field in our dataset
10368,Universiti Brunei Darussalam (UBD),Brunei Darussalam,367,,no-website,,no domain or web field in our dataset
10369,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,370,,no-website,,no domain or web field in our dataset
463,George Washington University,United States,358,http://www.gwu.edu,blocked-403,,homepage refuses automated access
10371,National University of Sciences And Technology (NUST) Islamabad,Pakistan,371,,no-website,,no domain or web field in our dataset
10370,Bogazici University,Türkiye,371,,no-website,,no domain or web field in our dataset
8102,Mahidol University,Thailand,358,https://www.mahidol.ac.th,blocked-403,,homepage refuses automated access
3108,University of Tartu,Estonia,362,http://www.ut.ee,blocked-403,,homepage refuses automated access
10372,Saint Petersburg State University,Russia,375,,no-website,,no domain or web field in our dataset
5762,Ulsan National Institute of Science and Technology,South Korea,310,http://www.unist.ac.kr,ok,https://www.unist.ac.kr/unist/index.do,
7678,University of Pretoria,South Africa,362,http://www.up.ac.za,blocked-403,,homepage refuses automated access
10373,University of Liege,Belgium,379,,no-website,,no domain or web field in our dataset
10374,University of Naples - Federico II,Italy,379,,no-website,,no domain or web field in our dataset
10377,University of Luxembourg,Luxembourg,381,,no-website,,no domain or web field in our dataset
10376,University of East Anglia (UEA),United Kingdom,381,,no-website,,no domain or web field in our dataset
10375,The American University in Cairo,Egypt,381,,no-website,,no domain or web field in our dataset
3040,Cairo University,Egypt,347,http://www.cu.edu.eg,ok,https://www.cu.edu.eg/programs/,
4618,Sharif University of Technology,Iran,375,http://www.sharif.ac.ir,blocked-403,,homepage refuses automated access
10379,Gwangju Institute of Science and Technology (GIST),South Korea,385,,no-website,,no domain or web field in our dataset
10378,Brunel University of London,United Kingdom,385,,no-website,,no domain or web field in our dataset
10380,Flinders University,Australia,387,,no-website,,no domain or web field in our dataset
2559,Shandong University,China,339,http://www.sdu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10381,Beihang University (former BUAA),China,388,,no-website,,no domain or web field in our dataset
10382,National and Kapodistrian University of Athens,Greece,390,,no-website,,no domain or web field in our dataset
2551,Sichuan University,China,324,http://www.scu.edu.cn,timeout,,homepage ERR:timeout
10384,Universitat Politècnica de Catalunya,Spain,392,,no-website,,no domain or web field in our dataset
8350,Abu Dhabi University,United Arab Emirates,391,http://www.adu.ac.ae,blocked-403,,homepage refuses automated access
10383,"Southeast University, China",China,392,,no-website,,no domain or web field in our dataset
715,Northeastern University,United States,384,http://www.northeastern.edu,robots-disallowed,,robots.txt disallows every candidate path
3979,University of Delhi,India,328,http://www.du.ac.in,timeout,,homepage ERR:timeout
10386,University of Kent,United Kingdom,397,,no-website,,no domain or web field in our dataset
10385,Lappeenranta-Lahti University of Technology LUT,Finland,397,,no-website,,no domain or web field in our dataset
10387,IPB University (aka Bogor Agricultural University),Indonesia,399,,no-website,,no domain or web field in our dataset
2248,York University,Canada,333,http://www.yorku.ca,ok,https://www.yorku.ca/study/,
10389,University of Granada,Spain,401,,no-website,,no domain or web field in our dataset
10388,Umeå University,Sweden,401,,no-website,,no domain or web field in our dataset
1591,Universität Innsbruck,Austria,350,http://www.uibk.ac.at,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2240,University of Victoria,Canada,358,http://www.uvic.ca,ok,https://www.uvic.ca/undergraduate/programs/undergraduate-programs/,
8405,Oxford Brookes University,United Kingdom,374,http://www.brookes.ac.uk,ok,https://www.brookes.ac.uk/study/courses,
10390,Institut National des Sciences Appliquées de Lyon (INSA),France,406,,no-website,,no domain or web field in our dataset
8233,Sabanci University,Turkey,404,http://www.sabanciuniv.edu.tr,unreachable,,homepage ERR:unreachable
6358,Victoria University of Wellington,New Zealand,240,http://www.vuw.ac.nz,timeout,,exceeded per-university time budget while probing paths
3174,University of Turku,Finland,366,http://www.utu.fi,ok,https://www.utu.fi/en/study-at-utu,
10391,Università  Cattolica del Sacro Cuore,Italy,409,,no-website,,no domain or web field in our dataset
4807,University of Florence,Italy,404,http://www.unifi.it,blocked-403,,homepage refuses automated access
10392,Sunway University,Malaysia,410,,no-website,,no domain or web field in our dataset
10393,University at Buffalo SUNY,United States,410,,no-website,,no domain or web field in our dataset
3158,University of Oulu,Finland,342,http://www.oulu.fi,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8395,"Birkbeck College, University of London",United Kingdom,388,http://www.bbk.ac.uk,ok,https://www.bbk.ac.uk/courses,
6354,Lincoln University,New Zealand,407,http://www.lincoln.ac.nz,blocked-403,,homepage refuses automated access
10395,Julius-Maximilians-Universität Würzburg,Germany,416,,no-website,,no domain or web field in our dataset
10394,Czech Technical University In Prague,Czechia,416,,no-website,,no domain or web field in our dataset
4824,University of Pisa,Italy,343,http://www.unipi.it,timeout,,homepage ERR:timeout
10396,University of Aveiro,Portugal,419,,no-website,,no domain or web field in our dataset
2552,South China University of Technology,China,377,http://www.scut.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4842,University of Turin,Italy,408,http://www.unito.it,blocked-403,,homepage refuses automated access
10397,Universitat Politecnica de Valencia,Spain,422,,no-website,,no domain or web field in our dataset
10399,Università  degli Studi di Pavia,Italy,423,,no-website,,no domain or web field in our dataset
10398,Tampere University,Finland,423,,no-website,,no domain or web field in our dataset
3651,Ruhr-Universität Bochum,Germany,395,http://www.ruhr-uni-bochum.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3781,National Technical University of Athens,Greece,355,https://www.ntua.gr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10400,Graz University of Technology,Austria,427,,no-website,,no domain or web field in our dataset
2231,University of Saskatchewan,Canada,378,http://www.usask.ca,ok,https://programs.usask.ca/,
10401,Aix-Marseille University,France,428,,no-website,,no domain or web field in our dataset
10402,Universitat de Valencia,Spain,430,,no-website,,no domain or web field in our dataset
5718,Sejong University,South Korea,392,http://www.sejong.ac.kr,robots-disallowed,,robots.txt disallows every candidate path
8423,University of Dundee,United Kingdom,428,http://www.dundee.ac.uk,blocked-403,,homepage refuses automated access
10403,Leibniz Universität Hannover,Germany,433,,no-website,,no domain or web field in our dataset
2506,Northeastern University,China,384,http://www.neu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
4735,University of Limerick,Ireland,401,http://www.ul.ie,ok,https://www.ul.ie/study/undergraduate,
589,Lincoln University,United States,407,http://www.lincoln.edu,ok,https://www.lincoln.edu/academics/programs/,
2669,Xiamen University,China,341,http://www.xmu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8390,Aston University,United Kingdom,395,http://www.aston.ac.uk,ok,https://www.aston.ac.uk/business/collaborate-with-us/knowledge-transfer-partnership/academics,
1949,Universidade Federal do Rio de Janeiro,Brazil,317,http://www.ufrj.br,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5884,Macau University of Science and Technology,Macao,440,http://www.must.edu.mo,blocked-403,,homepage refuses automated access
10404,James Cook University,Australia,440,,no-website,,no domain or web field in our dataset
10405,"National Research University Higher School of Economics (HSE, Moscow)",Russia,440,,no-website,,no domain or web field in our dataset
2904,Masaryk University,Czech Republic,430,https://www.muni.cz,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3429,Université de Strasbourg,France,420,https://www.unistra.fr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
6351,Auckland University of Technology,New Zealand,410,http://www.aut.ac.nz,blocked-403,,homepage refuses automated access
4715,Dublin City University,Ireland,410,http://www.dcu.ie,ok,https://iicrr.ie/,
3712,Universität Mannheim,Germany,416,http://www.uni-mannheim.de,ok,https://www.uni-mannheim.de/en/academics/coming-to-mannheim/exchange-students/courses/course-catalog/,
3379,Université de Montpellier,France,430,https://www.umontpellier.fr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1734,Belarusian State University,Belarus,447,https://bsu.by,unreachable,,homepage ERR:unreachable
10407,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,450,,no-website,,no domain or web field in our dataset
10406,Kazan Federal University,Russia,450,,no-website,,no domain or web field in our dataset
2893,University of Cyprus,Cyprus,452,http://www.ucy.ac.cy,blocked-403,,homepage refuses automated access
10408,Johannes Gutenberg Universität Mainz,Germany,452,,no-website,,no domain or web field in our dataset
7765,Universitat Ramon Llull,Spain,436,http://www.url.es,ok,https://www.url.edu/ca,
10409,Stony Brook University,United States,452,,no-website,,no domain or web field in our dataset
8178,Bilkent University,Turkey,415,http://www.bilkent.edu.tr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1007,"University of California, Riverside",United States,440,http://www.ucr.edu,ok,https://www.ucr.edu/academics,
3707,Universität Konstanz,Germany,440,http://www.uni-konstanz.de,robots-disallowed,,robots.txt disallows every candidate path
8352,Ajman University,United Arab Emirates,440,http://www.ajman.ac.ae,ok,https://www.ajman.ac.ae/en,
4488,Amirkabir University of Technology,Iran,456,http://www.aut.ac.ir,blocked-403,,homepage refuses automated access
1011,"University of California, Santa Cruz",United States,458,http://www.ucsc.edu,blocked-403,,homepage refuses automated access
10410,Jordan University of Science & Technology,Jordan,461,,no-website,,no domain or web field in our dataset
10411,Università Vita-Salute San Raffaele,Italy,461,,no-website,,no domain or web field in our dataset
10178,Western Sydney University,Australia,400,https://www.westernsydney.edu.au,ok,https://www.westernsydney.edu.au/future?cid=offline:acquisition-Feb2026-ug-course-guide-future,
348,Colorado State University,United States,458,http://www.colostate.edu,robots-disallowed,,robots.txt disallows every candidate path
3677,Universität Bayreuth,Germany,448,http://www.uni-bayreuth.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8017,National Taiwan Normal University,"Taiwan, Province of China",435,http://www.ntnu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7699,IE University,Spain,438,http://www.ie.edu,ok,https://www.ie.edu/programs/,
10413,Laval University,Canada,469,,no-website,,no domain or web field in our dataset
2730,Pontificia Universidad Javeriana,Colombia,371,http://www.javeriana.edu.co,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10412,Ben Gurion University of The Negev,Israel,469,,no-website,,no domain or web field in our dataset
10414,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,469,,no-website,,no domain or web field in our dataset
1534,Murdoch University,Australia,423,http://www.murdoch.edu.au,ok,https://www.murdoch.edu.au/study,
10416,Università della Svizzera Italiana,Switzerland,473,,no-website,,no domain or web field in our dataset
7769,Universidad de Sevilla,Spain,469,http://www.us.es,robots-disallowed,,robots.txt disallows every candidate path
10415,Johannes Kepler University Linz,Austria,473,,no-website,,no domain or web field in our dataset
10417,Moscow Institute of Physics and Technology State University,Russia,477,,no-website,,no domain or web field in our dataset
536,Iowa State University,United States,449,http://www.iastate.edu,ok,https://www.iastate.edu/academics,
3917,Anna University,India,465,http://www.annauniv.edu,robots-disallowed,,robots.txt disallows every candidate path
5879,Vilnius University,Lithuania,446,http://www.vu.lt,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7543,Prince Mohammad Bin Fahd University,Saudi Arabia,436,http://www.pmu.edu.sa,ok,https://www.pmu.edu.sa/programs/,
8428,University of Essex,United Kingdom,456,http://www.essex.ac.uk,ok,https://www.essex.ac.uk/subjects,
8010,National Sun Yat-Sen University,"Taiwan, Province of China",439,http://www.nsysu.edu.tw,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2133,Concordia University,Canada,465,http://www.concordia.ca,ok,https://www.concordia.ca/academics/programs.html,
1209,Washington State University,United States,423,http://www.wsu.edu,ok,https://wsu.edu/academics/,
1550,University of Southern Queensland,Australia,410,http://www.usq.edu.au,ok,https://www.unisq.edu.au/study,
4841,University of Trento,Italy,485,http://www.unitn.it,blocked-403,,homepage refuses automated access
8024,National Taipei University of Technology,"Taiwan, Province of China",420,http://www.ntut.edu.tw,robots-disallowed,,robots.txt disallows every candidate path
2613,Shenzhen University,China,452,http://www.szu.edu.cn,unreachable,,homepage ERR:unreachable
10418,Universidad de Santiago de Chile - USACH,Chile,490,,no-website,,no domain or web field in our dataset
1046,University of Kansas,United States,465,http://www.ku.edu,ok,https://www.ku.edu/academics,
10419,Imam Abdulrahman Bin Faisal University (formerly University of Dammam),Saudi Arabia,491,,no-website,,no domain or web field in our dataset
10420,Universiti Utara Malaysia (UUM),Malaysia,491,,no-website,,no domain or web field in our dataset
2394,Dalian University of Technology,China,482,http://www.dlut.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
10421,Université de Bordeaux,France,494,,no-website,,no domain or web field in our dataset
10422,Iran University of Science and Technology,Iran (Islamic Republic of),496,,no-website,,no domain or web field in our dataset
10423,Justus-Liebig-Universität Gießen,Germany,496,,no-website,,no domain or web field in our dataset
10011,Duy Tan University,Vietnam,482,https://duytan.edu.vn,ok,https://duytan.edu.vn/academics/programs,
10424,Central Queensland University Australia (CQUniversity),Australia,499,,no-website,,no domain or web field in our dataset
5537,Chung-Ang University,South Korea,479,http://www.cau.ac.kr,ok,https://www.cau.ac.kr/academics/programs,
10425,Northwestern Polytechnical University,China,499,,no-website,,no domain or web field in our dataset
1522,Edith Cowan University,Australia,487,http://www.ecu.edu.au,blocked-403,,homepage refuses automated access
10426,Shoolini University of Biotechnology and Management Sciences,India,503,,no-website,,no domain or web field in our dataset
2397,East China Normal University,China,433,http://www.ecnu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7336,Novosibirsk State University,Russia,461,http://www.nsu.ru,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1516,University of Canberra,Australia,494,http://www.canberra.edu.au,robots-disallowed,,robots.txt disallows every candidate path
3774,Aristotle University of Thessaloniki,Greece,485,https://www.auth.gr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
6961,Warsaw University of Technology,Poland,487,http://www.pw.edu.pl,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10429,INTI International University,Malaysia,509,,no-website,,no domain or web field in our dataset
10427,China Medical University,Taiwan,509,,no-website,,no domain or web field in our dataset
10428,Institut Teknologi Sepuluh Nopember (ITS),Indonesia,509,,no-website,,no domain or web field in our dataset
10430,SOAS University of London,United Kingdom,511,,no-website,,no domain or web field in our dataset
4969,Hiroshima University,Japan,480,http://www.hiroshima-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2637,University of Science and Technology Beijing,China,480,http://www.ustb.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
2345,China Agricultural University,China,504,http://www.cau.edu.cn,robots-disallowed,,robots.txt disallows every candidate path
5709,Pusan National University,South Korea,473,http://www.pusan.ac.kr,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
20,Royal Holloway University of London,United Kingdom,461,https://rhul.ac.uk,ok,https://www.royalholloway.ac.uk/studying-here/,
10431,Universitas Padjadjaran (UNPAD),Indonesia,515,,no-website,,no domain or web field in our dataset
10432,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires - UCA,Argentina,517,,no-website,,no domain or web field in our dataset
2219,University of Guelph,Canada,504,http://www.uoguelph.ca,ok,https://www.uoguelph.ca/programs/undergraduate,
6779,Ateneo de Manila University,Philippines,511,http://www.admu.edu.ph,blocked-403,,homepage refuses automated access
3152,University of Jyväskylä,Finland,498,http://www.jyu.fi,ok,https://www.jyu.fi/en/study-with-us,
9932,Ateneo de Manila University,Philippines,511,https://ateneo.edu,blocked-403,,homepage refuses automated access
5670,Kyungpook National University,South Korea,519,http://www.kyungpook.ac.kr,unreachable,,homepage ERR:unreachable
10433,Universidad Austral - Argentina,Argentina,519,,no-website,,no domain or web field in our dataset
2579,Shanghai University,China,465,http://www.shu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10434,The University of Georgia,United States,525,,no-website,,no domain or web field in our dataset
10435,University of Salamanca,Spain,526,,no-website,,no domain or web field in our dataset
7422,Tomsk State University,Russia,499,http://www.tsu.ru,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
7598,Singapore Management University,Singapore,511,https://www.smu.edu.sg,ok,https://www.smu.edu.sg/academics/programs,
7454,Ural Federal University,Russia,519,https://urfu.ru,robots-disallowed,,robots.txt disallows every candidate path
3671,Technische Universität Bergakademie Freiberg,Germany,487,http://www.tu-freiberg.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5060,Kobe University,Japan,482,http://www.kobe-u.ac.jp,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8402,University of Bradford,United Kingdom,511,http://www.brad.ac.uk,ok,https://www.bradford.ac.uk/courses/,
3720,Universität Potsdam,Germany,477,http://www.uni-potsdam.de,ok,https://www.uni-potsdam.de/en/studium/zielgruppeneinstieg/prospective-students/overview,
3851,The Education University of Hong Kong,Hong Kong,530,https://www.eduhk.hk,unreachable,,homepage ERR:unreachable
2825,Universidad de Costa Rica,Costa Rica,499,http://www.ucr.ac.cr,timeout,,homepage ERR:timeout
8514,University of Stirling,United Kingdom,517,http://www.stir.ac.uk,ok,https://www.stir.ac.uk/courses/,
5838,Lebanese American University,Lebanon,535,http://www.lau.edu.lb,blocked-403,,homepage refuses automated access
10436,King Khalid University,Saudi Arabia,535,,no-website,,no domain or web field in our dataset
5589,Ewha Womans University,South Korea,504,http://www.ewha.ac.kr,ok,http://www.ewha.ac.kr/503.html,
10437,Jinan University (China),China,540,,no-website,,no domain or web field in our dataset
2366,Chongqing University,China,504,http://www.cqu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
236,Boston College,United States,526,http://www.bc.edu,ok,https://www.bc.edu/content/bc-web/academics/,
10439,University of Milano-Bicocca,Italy,542,,no-website,,no domain or web field in our dataset
8443,University of Hull,United Kingdom,526,http://www.hull.ac.uk,ok,https://www.hull.ac.uk/study,
10438,Universiti Teknologi MARA - UiTM,Malaysia,542,,no-website,,no domain or web field in our dataset
8442,University of Huddersfield,United Kingdom,524,http://www.hud.ac.uk,ok,https://www.hud.ac.uk/study/,
10440,University of Hawaii at Mañoa,United States,546,,no-website,,no domain or web field in our dataset
7600,Singapore University of Technology and Design,Singapore,519,https://www.sutd.edu.sg,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
1044,University of Iowa,United States,530,http://www.uiowa.edu,ok,https://uiowa.edu/academics,
10441,Northumbria University at Newcastle,United Kingdom,550,,no-website,,no domain or web field in our dataset
10442,Universiti Tenaga Nasional (UNITEN),Malaysia,551,,no-website,,no domain or web field in our dataset
2476,Jilin University,China,473,http://www.jlu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
8078,Chiang Mai University,Thailand,526,https://www.cmu.ac.th,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
6622,University of the Punjab,Pakistan,542,http://www.pu.edu.pk,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10443,Lahore University of Management Sciences (LUMS),Pakistan,555,,no-website,,no domain or web field in our dataset
10444,Indian Institute of Technology Indore,India,556,,no-website,,no domain or web field in our dataset
4808,University of Genoa,Italy,530,http://www.unige.it,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3680,Universität Bremen,Germany,530,http://www.uni-bremen.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
21,Hunan University,China,504,https://www.hnu.edu.cn,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
5844,Lebanese University,Lebanon,515,http://www.ul.edu.lb,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
3708,Universität Leipzig,Germany,535,http://www.uni-leipzig.de,no-catalogue-found,,homepage reachable; none of the common catalogue paths returned 200
10445,Al Ain University,United Arab Emirates,558,,no-website,,no domain or web field in our dataset
8418,Coventry University,United Kingdom,558,http://www.coventry.ac.uk,robots-disallowed,,robots.txt disallows every candidate path
441,Florida State University,United States,549,http://www.fsu.edu,ok,https://www.fsu.edu/academics,
10446,American University of the Middle East,Kuwait,563,,no-website,,no domain or web field in our dataset
10447,Bangor University,United Kingdom,566,,no-website,,no domain or web field in our dataset
10449,Renmin (Peoples) University of China,China,566,,no-website,,no domain or web field in our dataset
